Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-October-2016,218.00,219.00,215.00,215.50,216.305441962881409248,3179,50,687635.00,2857,89.87,4.00,-2.50
7-October-2016,212.00,219.50,211.95,215.25,214.426803243704652155,2343,132,502402.00,1347,57.49,7.55,3.25
6-October-2016,216.00,218.70,211.50,212.30,215.145273997793306362,2719,194,584980.00,1880,69.14,7.20,-3.70
5-October-2016,217.00,219.50,214.00,216.15,216.697305389221556886,3340,261,723769.00,1602,47.96,5.50,-0.85
4-October-2016,218.85,220.75,214.40,216.05,217.900790614639122672,3921,306,854389.00,2567,65.47,6.35,-2.80
3-October-2016,210.40,219.10,210.40,218.85,218.008397826444920138,6073,279,1323965.00,1892,31.15,8.70,8.45
30-September-2016,208.50,212.70,206.00,208.50,209.360864745011086474,3608,323,755374.00,1793,49.70,6.70,0.00
29-September-2016,220.00,221.00,204.10,207.65,214.707253886010362694,8106,304,1740417.00,5878,72.51,16.90,-12.35
28-September-2016,219.60,220.00,214.50,218.35,217.743026076409945421,6596,262,1436233.00,4723,71.60,5.50,-1.25
27-September-2016,220.00,220.00,215.45,219.10,218.742300884955752212,2825,116,617947.00,2089,73.95,4.55,-0.90
26-September-2016,221.40,221.40,217.70,218.50,218.999078765545831414,4342,62,950894.00,3978,91.62,3.70,-2.90
23-September-2016,223.00,223.50,221.00,221.40,221.606242496998799519,3332,60,738392.00,3147,94.45,2.50,-1.60
22-September-2016,223.00,224.00,219.00,223.70,222.792537925379253792,2439,102,543391.00,1481,60.72,5.00,0.70
21-September-2016,222.50,226.35,218.05,220.20,221.268401486988847583,4035,146,892818.00,2987,74.03,8.30,-2.30
20-September-2016,221.50,221.50,219.00,219.45,219.749613003095975232,5168,125,1135666.00,4410,85.33,2.50,-2.05
19-September-2016,231.50,231.50,220.00,220.35,222.972695035460992907,5640,145,1257566.00,3447,61.12,11.50,-11.15
16-September-2016,227.35,230.00,223.50,223.95,226.973887375113533151,8808,284,1999186.00,5826,66.14,6.50,-3.40
15-September-2016,229.80,231.95,220.90,223.20,227.217020368987949237,9377,366,2130614.00,4120,43.94,11.05,-6.60
14-September-2016,221.25,245.70,215.00,228.85,232.671361402914266350,94432,2560,21971622.00,14948,15.83,30.70,7.60
12-September-2016,218.00,220.45,218.00,218.05,218.345965309200603318,5304,172,1158107.00,4496,84.77,2.45,0.05
9-September-2016,221.40,225.00,219.00,220.45,220.349307540118707408,4549,105,1002369.00,4298,94.48,6.00,-0.95
8-September-2016,220.30,222.00,217.10,218.90,219.642805495300072306,8298,290,1822596.00,6587,79.38,4.90,-1.40
7-September-2016,222.00,222.00,217.05,218.55,219.335180324681637017,10287,243,2256301.00,8955,87.05,4.95,-3.45
6-September-2016,220.30,225.65,214.65,220.50,221.997793885912385754,3173,149,704399.00,1164,36.68,11.00,0.20
2-September-2016,221.00,224.00,218.25,220.30,221.132369055445978522,4563,175,1009027.00,3098,67.89,5.75,-0.70
1-September-2016,221.00,232.40,220.00,222.75,225.348044397463002114,3784,273,852717.00,2004,52.96,12.40,1.75
31-August-2016,224.50,225.00,222.00,224.20,224.403614457831325301,4648,155,1043028.00,3874,83.35,3.00,-0.30
30-August-2016,220.00,226.00,219.60,225.35,223.455663615560640732,6992,242,1562402.00,4926,70.45,6.40,5.35
29-August-2016,215.00,220.00,214.00,216.75,216.696140990580370707,6582,143,1426294.00,5820,88.42,6.00,1.75
26-August-2016,218.15,218.70,215.00,218.25,216.266395112016293279,2455,110,530934.00,1543,62.85,3.70,0.10
25-August-2016,219.75,220.75,213.95,215.20,216.470769909552172953,4533,223,981262.00,1915,42.25,6.80,-4.55
24-August-2016,215.00,226.70,215.00,219.75,222.503836077844311377,10688,462,2378121.00,4243,39.70,11.70,4.75
23-August-2016,220.00,220.00,212.90,213.35,216.762622950819672131,3050,147,661126.00,2048,67.15,7.10,-6.65
22-August-2016,227.00,230.45,217.00,218.65,220.967967967967967967,5994,233,1324482.00,3068,51.18,13.45,-8.35
19-August-2016,230.00,236.70,225.20,229.60,230.751818916734033953,16081,630,3710720.00,8450,52.55,11.50,-0.40
18-August-2016,212.40,229.70,212.00,225.80,224.182594211950864043,9606,468,2153498.00,4411,45.92,17.70,13.40
17-August-2016,206.80,211.65,205.70,209.45,209.225404312668463611,2968,149,620981.00,1964,66.17,5.95,2.65
16-August-2016,208.00,208.60,200.00,206.80,204.221728081321473951,4722,228,964335.00,2002,42.40,8.60,-1.20
12-August-2016,208.00,211.40,207.50,208.85,209.125545851528384279,1832,63,383118.00,911,49.73,3.90,0.85
11-August-2016,213.00,213.00,201.10,208.15,207.915531335149863760,4771,106,991965.00,3961,83.02,11.90,-4.85
10-August-2016,211.00,213.00,208.00,209.05,210.558944281524926686,3410,112,718006.00,2567,75.28,5.00,-1.95
9-August-2016,215.35,215.35,212.70,213.30,213.534036433365292425,1043,40,222716.00,747,71.62,2.65,-2.05
8-August-2016,211.00,217.00,211.00,213.85,213.693741371375977910,4346,164,928713.00,2198,50.58,6.00,2.85
5-August-2016,213.00,214.60,211.00,213.10,213.205555555555555555,5400,171,1151310.00,2838,52.56,3.60,0.10
4-August-2016,211.30,213.00,210.00,212.95,212.468613886753779144,3903,95,829265.00,3395,86.98,3.00,1.65
3-August-2016,209.50,214.00,209.50,212.70,212.031462162609703593,6039,234,1280458.00,2790,46.20,4.50,3.20
2-August-2016,212.50,213.40,209.00,209.30,210.143497757847533632,892,44,187448.00,396,44.39,4.40,-3.20
1-August-2016,215.00,215.00,207.00,211.45,209.898616125150421179,9972,356,2093109.00,5055,50.69,8.00,-3.55
29-July-2016,214.05,214.15,213.00,213.35,213.388153310104529616,4305,47,918636.00,3934,91.38,1.15,-0.70
28-July-2016,215.20,215.20,212.00,212.85,213.104477611940298507,2680,111,571120.00,1721,64.22,3.20,-2.35
27-July-2016,211.10,217.50,209.45,215.10,213.311496376296717351,7037,203,1501073.00,4733,67.26,8.05,4.00
26-July-2016,214.00,215.30,211.10,211.80,212.679017759263319447,4561,150,970029.00,2966,65.03,4.20,-2.20
25-July-2016,215.00,215.00,210.70,212.25,213.369020501138952164,5707,225,1217697.00,5027,88.08,4.30,-2.75
22-July-2016,216.00,220.50,212.90,215.30,216.089572933998890737,3606,199,779219.00,1833,50.83,7.60,-0.70
21-July-2016,225.00,225.00,213.50,215.80,217.865584887381932671,4129,148,899567.00,3343,80.96,11.50,-9.20
20-July-2016,223.00,225.00,221.55,222.20,222.652961672473867595,1435,71,319507.00,825,57.49,3.45,-0.80
19-July-2016,228.30,228.30,220.20,221.60,224.248259860788863109,3448,183,773208.00,1504,43.62,8.10,-6.70
18-July-2016,226.05,231.30,224.55,225.40,227.010334511830296437,3677,166,834717.00,2472,67.23,6.75,-0.65
15-July-2016,232.00,235.00,225.25,226.00,228.481879954699886749,3532,222,806998.00,1490,42.19,9.75,-6.00
14-July-2016,232.00,236.00,219.20,229.05,227.543728135932033983,8004,407,1821260.00,3626,45.30,16.80,-2.95
13-July-2016,237.60,238.00,226.00,230.75,232.136020151133501259,4764,263,1105896.00,2335,49.01,12.00,-6.85
12-July-2016,238.40,239.05,233.80,235.25,235.412462908011869436,1685,57,396670.00,937,55.61,5.25,-3.15
11-July-2016,226.05,241.90,226.05,237.00,235.649068107808494422,14433,461,3401123.00,5569,38.59,15.85,10.95
8-July-2016,231.20,231.35,225.50,226.30,227.430846223839854413,2198,84,499893.00,1424,64.79,5.85,-4.90
7-July-2016,234.90,235.60,228.10,229.30,231.508177339901477832,5075,232,1174904.00,3179,62.64,7.50,-5.60
5-July-2016,238.20,241.65,234.00,235.55,237.454393956227085879,9001,333,2137327.00,5051,56.12,7.65,-2.65
4-July-2016,240.00,246.00,236.65,239.75,241.299932863376972138,5958,283,1437665.00,2830,47.50,9.35,-0.25
1-July-2016,237.85,247.00,235.00,244.25,240.690435469017234574,7601,362,1829488.00,3839,50.51,12.00,6.40
30-June-2016,234.00,238.60,234.00,236.95,237.211891208096141682,4743,193,1125096.00,3060,64.52,4.60,2.95
29-June-2016,231.40,238.00,231.40,235.05,235.278181244079570571,3167,177,745126.00,1689,53.33,6.60,3.65
28-June-2016,233.50,236.00,230.10,231.45,232.819217434373452204,6057,195,1410186.00,3833,63.28,5.90,-2.05
27-June-2016,233.00,234.95,230.30,231.45,232.165796344647519582,2298,117,533517.00,1050,45.69,4.65,-1.55
24-June-2016,220.30,236.15,215.00,232.60,225.810650887573964497,10478,412,2366044.00,4983,47.56,21.15,12.30
23-June-2016,231.00,235.50,225.30,233.85,230.172320624437105974,3331,226,766704.00,991,29.75,10.20,2.85
22-June-2016,232.90,233.50,228.10,230.60,231.427777777777777777,2700,115,624855.00,860,31.85,5.40,-2.30
21-June-2016,234.15,237.55,230.10,232.90,233.705757432751297781,4238,130,990445.00,2388,56.35,7.45,-1.25
20-June-2016,235.20,237.90,233.00,236.00,235.023939725361526309,8229,174,1934012.00,6504,79.04,4.90,0.80
17-June-2016,235.00,241.85,233.50,238.65,237.350681289464938517,15045,326,3570941.00,8548,56.82,8.35,3.65
16-June-2016,233.95,236.50,232.50,234.00,233.801216730038022813,6575,177,1537243.00,3252,49.46,4.00,0.05
15-June-2016,237.50,239.55,233.00,234.75,236.403835464146748193,3598,172,850581.00,1638,45.53,6.55,-2.75
14-June-2016,233.10,239.75,233.05,236.40,236.376856998484082870,9895,302,2338949.00,4560,46.08,6.70,3.30
13-June-2016,237.60,241.00,231.50,236.35,235.436115040075436115,8484,267,1997440.00,4829,56.92,9.50,-1.25
10-June-2016,239.80,244.00,237.00,237.95,239.719095624938827444,10217,386,2449210.00,4913,48.09,7.00,-1.85
9-June-2016,240.05,247.00,237.60,241.10,243.104056563348093129,14002,441,3403943.00,6498,46.41,9.40,1.05
8-June-2016,239.50,248.50,236.40,237.70,241.705313698321142010,31033,882,7500841.00,12526,40.36,12.10,-1.80
7-June-2016,232.95,240.25,232.00,239.90,238.599760630808223035,14204,293,3389071.00,9363,65.92,8.25,6.95
6-June-2016,233.15,237.50,230.00,231.65,234.328764278296988577,4815,217,1128293.00,1783,37.03,7.50,-1.50
3-June-2016,237.00,237.05,228.20,230.55,232.345188948872657986,6298,205,1463310.00,3184,50.56,8.85,-6.45
2-June-2016,236.65,237.15,234.10,235.45,235.819031566043518234,6526,249,1538955.00,3269,50.09,3.05,-1.20
1-June-2016,234.00,241.05,234.00,240.10,238.250853560121671115,32218,753,7675966.00,20813,64.60,7.05,6.10
31-May-2016,231.00,237.35,230.00,235.45,233.390812978490703609,13715,396,3200955.00,7648,55.76,7.35,4.45
30-May-2016,231.55,247.80,225.10,231.15,233.915915119363395225,22620,766,5291178.00,8109,35.85,22.70,-0.40
27-May-2016,222.00,235.10,222.00,231.55,230.109446158366387542,20421,693,4699065.00,8208,40.19,13.10,9.55
26-May-2016,225.00,230.85,219.95,224.55,224.215449944239512739,23314,577,5227359.00,7452,31.96,10.90,-0.45
25-May-2016,219.25,224.90,217.90,222.65,222.902055765595463137,8464,229,1886643.00,4801,56.72,7.00,3.40
24-May-2016,225.00,244.00,185.00,219.10,220.704545908283255804,50089,1333,11054870.00,13393,26.74,59.00,-5.90
23-May-2016,220.00,229.50,220.00,226.05,225.932493907392363931,24620,699,5562458.00,15841,64.34,9.50,6.05
20-May-2016,210.30,225.00,209.40,222.90,220.054334925060034778,72458,1952,15944697.00,25058,34.58,15.60,12.60
19-May-2016,204.40,214.40,204.40,210.30,211.388620063941933811,23146,724,4892801.00,6940,29.98,10.00,5.90
18-May-2016,202.10,207.10,196.50,204.30,202.898995229626182205,240652,3956,48828049.00,131270,54.55,10.60,2.20
17-May-2016,208.80,216.50,196.50,200.50,207.752562659240386324,16877,868,3506240.00,7229,42.83,20.00,-8.30
16-May-2016,212.00,214.50,203.30,207.60,207.960073169873711612,28427,839,5911681.00,18878,66.41,11.20,-4.40
13-May-2016,211.10,222.50,206.50,212.40,214.662648181635523407,44793,1383,9615384.00,19871,44.36,16.00,1.30
12-May-2016,197.00,211.50,196.90,210.10,202.646088666969284309,39654,1191,8035728.00,6207,15.65,14.60,13.10
11-May-2016,200.80,202.20,194.30,197.80,195.146293154219367866,285256,563,55666651.00,277329,97.22,7.90,-3.00
10-May-2016,203.70,203.80,198.10,201.40,202.515805814281682190,7086,127,1435027.00,2107,29.73,5.70,-2.30
9-May-2016,204.60,207.10,199.90,205.90,205.026712553261225827,18306,681,3753219.00,6767,36.97,7.20,1.30
6-May-2016,202.90,207.90,200.90,205.60,204.025170068027210884,14700,542,2999170.00,7167,48.76,7.00,2.70
5-May-2016,202.10,205.90,194.00,203.10,200.661627505183137525,11576,486,2322859.00,2841,24.54,11.90,1.00
4-May-2016,204.30,204.70,200.10,200.50,201.426336993443399952,12659,411,2549856.00,1606,12.69,4.60,-3.80
3-May-2016,205.00,208.70,199.00,199.90,206.352998776009791921,24510,655,5057712.00,2645,10.79,9.70,-5.10
2-May-2016,197.60,203.50,194.00,202.10,201.752032999410724808,8485,342,1711866.00,4108,48.41,9.50,4.50
29-April-2016,201.90,204.90,199.70,203.60,203.035409534515354350,19571,489,3973606.00,6119,31.27,5.20,1.70
28-April-2016,203.90,208.00,202.70,204.40,204.711346518890453738,16331,495,3343141.00,8880,54.38,5.30,0.50
27-April-2016,210.00,212.00,201.00,202.80,204.602174331345006734,31182,703,6379905.00,21424,68.71,11.00,-7.20
26-April-2016,212.00,213.00,210.40,210.90,211.344820500777878885,34067,565,7199884.00,26335,77.30,2.60,-1.10
25-April-2016,209.10,214.90,209.10,212.90,212.861838227646222653,28843,854,6139574.00,18649,64.66,5.80,3.80
22-April-2016,205.00,212.00,204.70,211.20,209.465235139889150708,30131,887,6311397.00,21079,69.96,7.30,6.20
21-April-2016,210.00,211.00,203.00,207.30,206.512582719731568645,21458,761,4431347.00,12918,60.20,8.00,-2.70
20-April-2016,206.20,215.20,205.80,211.50,212.351274873729690257,32866,969,6979137.00,18189,55.34,9.40,5.30
18-April-2016,204.90,212.00,196.70,204.80,206.366068696982339034,35955,1054,7419892.00,15053,41.87,15.30,-0.10
13-April-2016,182.00,212.00,181.50,206.20,202.405643542270800803,134490,2700,27221535.00,58111,43.21,30.50,24.20
12-April-2016,185.00,189.00,179.20,180.00,183.209066928409300042,16301,365,2986491.00,9551,58.59,9.80,-5.00
11-April-2016,188.00,188.00,179.90,181.40,183.614535418583256669,6522,157,1197534.00,5421,83.12,8.10,-6.60
8-April-2016,188.60,194.40,185.00,186.40,189.644742103158736505,5002,203,948603.00,2738,54.74,9.40,-2.20
7-April-2016,199.50,199.50,186.20,188.10,190.943156693531131873,14021,482,2677214.00,4813,34.33,13.30,-11.40
6-April-2016,184.00,201.50,183.10,198.40,193.592984842596191216,30876,1151,5977377.00,10358,33.55,18.40,14.40
5-April-2016,172.00,186.00,170.50,182.20,177.782281284606866002,40635,1065,7224183.00,21028,51.75,15.50,10.20
4-April-2016,148.00,174.20,148.00,174.20,167.723957843229509739,42508,978,7129610.00,18059,42.48,26.20,26.20
1-April-2016,145.10,147.80,143.00,145.20,145.524651162790697674,1075,32,156439.00,663,61.67,4.80,0.10
31-March-2016,146.60,148.20,143.10,144.30,146.458949515553289138,1961,50,287206.00,1084,55.28,5.10,-2.30
30-March-2016,141.20,145.90,141.20,144.30,144.000531632110579479,3762,50,541730.00,3696,98.25,4.70,3.10
29-March-2016,143.20,144.20,140.40,141.00,141.396844088553933113,4246,73,600371.00,3487,82.12,3.80,-2.20
28-March-2016,146.10,150.00,143.80,145.50,146.027194577616134898,12098,257,1766637.00,6241,51.59,6.20,-0.60
23-March-2016,142.00,147.30,140.70,145.20,142.966202560071861666,8906,128,1273257.00,7711,86.58,6.60,3.20
22-March-2016,142.20,142.20,139.20,139.90,140.145550527903469079,2652,101,371666.00,1726,65.08,3.00,-2.30
21-March-2016,143.00,143.00,140.00,140.60,141.098519362186788154,1756,51,247769.00,1471,83.77,3.00,-2.40
18-March-2016,139.90,146.10,132.00,143.00,139.185240767323502544,15326,459,2133153.00,4451,29.04,14.10,3.10
17-March-2016,139.40,140.20,137.30,139.00,138.715179079022171688,3518,96,488000.00,3201,90.99,2.90,-0.40
16-March-2016,140.90,141.00,136.00,138.80,138.576030927835051546,3104,148,430140.00,880,28.35,5.00,-2.10
15-March-2016,140.00,141.80,137.50,139.90,139.900322381060926764,30709,55,4296199.00,30463,99.20,4.30,-0.10
14-March-2016,139.00,141.50,136.60,139.70,138.978342046303211351,2678,137,372184.00,696,25.99,4.90,0.70
11-March-2016,139.20,140.00,137.70,138.80,139.218958765261460492,8682,57,1208699.00,8353,96.21,2.30,-0.40
10-March-2016,138.60,141.40,137.00,137.30,139.168805970149253731,6700,132,932431.00,5400,80.60,4.40,-1.30
9-March-2016,140.00,140.00,137.80,138.60,138.154605969508267124,4657,85,643386.00,3910,83.96,2.20,-1.40
8-March-2016,136.60,141.40,135.80,137.30,136.528062440885178497,255858,109,34931797.00,254230,99.36,5.60,0.70
4-March-2016,141.00,141.50,135.10,136.10,138.887601676115356174,4057,95,563467.00,3181,78.41,6.40,-4.90
3-March-2016,138.00,144.00,138.00,139.90,138.069339963344945680,203519,224,28099734.00,202264,99.38,6.00,1.90
2-March-2016,136.10,139.50,136.10,138.00,138.093073593073593073,1386,79,191397.00,1222,88.17,3.40,1.90
1-March-2016,134.00,137.30,134.00,136.10,135.608267716535433070,508,51,68889.00,314,61.81,3.30,2.10
29-February-2016,132.10,132.20,131.10,132.20,132.127946127946127946,297,15,39242.00,293,98.65,1.10,0.10
26-February-2016,135.20,135.80,131.40,131.80,133.753722084367245657,3224,58,431222.00,3116,96.65,4.40,-3.40
25-February-2016,138.50,138.50,132.70,134.00,133.489445129886592188,59167,132,7898170.00,56879,96.13,5.80,-4.50
24-February-2016,137.00,137.50,135.10,136.00,136.552380952380952380,420,42,57352.00,253,60.24,2.40,-1.00
23-February-2016,137.00,140.00,136.00,137.80,136.895081967213114754,915,41,125259.00,731,79.89,4.00,0.80
22-February-2016,136.10,137.80,136.00,137.00,137.011144578313253012,6640,15,909754.00,6614,99.61,1.80,0.90
19-February-2016,137.60,138.30,135.00,135.60,136.132061628760088041,1363,57,185548.00,1029,75.50,3.30,-2.00
18-February-2016,136.60,140.70,136.20,136.50,137.939634630659253375,1259,130,173666.00,871,69.18,4.50,-0.10
17-February-2016,140.00,140.00,135.00,137.70,136.940852819807427785,727,64,99556.00,540,74.28,5.00,-2.30
16-February-2016,142.40,143.60,141.00,141.80,142.145604395604395604,1092,64,155223.00,924,84.62,2.60,-0.60
15-February-2016,141.30,144.00,141.00,142.90,142.050581395348837209,1720,57,244327.00,1315,76.45,3.00,1.60
12-February-2016,138.00,141.70,137.70,141.40,139.457300275482093663,2541,64,354361.00,2513,98.90,4.00,3.40
11-February-2016,142.00,142.10,138.50,139.50,139.877922615352782950,4833,72,676030.00,4720,97.66,3.60,-2.50
10-February-2016,142.70,144.00,141.60,141.80,142.429775280898876404,712,24,101410.00,442,62.08,2.40,-0.90
9-February-2016,145.00,145.50,143.00,143.50,143.558672009158557527,1747,63,250797.00,1129,64.63,2.50,-1.50
8-February-2016,145.00,149.80,143.50,147.00,146.021806853582554517,642,46,93746.00,504,78.50,6.30,2.00
5-February-2016,141.60,144.40,140.30,143.50,142.533756684491978609,2992,126,426461.00,1895,63.34,4.10,1.90
4-February-2016,140.60,143.00,139.50,142.10,141.534107402031930333,689,43,97517.00,443,64.30,3.50,1.50
3-February-2016,141.50,143.00,140.00,140.90,141.063768115942028985,690,42,97334.00,414,60.00,3.00,-0.60
2-February-2016,148.00,148.00,140.00,142.20,142.002838605028386050,4932,134,700358.00,1740,35.28,8.00,-5.80
1-February-2016,146.60,152.00,146.00,149.30,148.831337844872462259,1921,160,285905.00,937,48.78,6.00,2.70
29-January-2016,147.80,148.90,146.10,147.20,147.227900552486187845,724,19,106593.00,619,85.50,2.80,-0.60
28-January-2016,146.90,148.60,144.70,147.00,146.706081081081081081,296,39,43425.00,255,86.15,3.90,0.10
27-January-2016,145.40,147.60,143.90,147.50,146.331378299120234604,682,66,99798.00,501,73.46,3.70,2.10
25-January-2016,145.50,148.10,143.00,143.40,145.002275312855517633,879,51,127457.00,713,81.11,5.10,-2.10
22-January-2016,143.00,147.60,143.00,145.50,145.196845617227782832,3297,94,478714.00,2601,78.89,4.60,2.50
21-January-2016,145.00,146.90,141.50,143.60,141.822256568778979907,9058,51,1284626.00,8645,95.44,5.40,-1.40
20-January-2016,144.70,145.00,142.00,142.40,143.079075425790754257,2466,65,352833.00,2050,83.13,3.00,-2.30
19-January-2016,147.90,148.00,143.50,146.20,146.268482490272373540,2056,106,300728.00,1497,72.81,4.50,-1.70
18-January-2016,148.00,151.80,143.90,144.70,146.558131831732361709,6038,240,884918.00,4052,67.11,7.90,-3.30
15-January-2016,158.60,158.70,145.00,147.40,149.150136487716105550,3297,113,491748.00,1729,52.44,13.70,-11.20
14-January-2016,157.40,159.30,154.00,156.90,155.820854887013340593,3673,111,572330.00,2604,70.90,5.30,-0.50
13-January-2016,160.70,164.90,152.00,156.20,158.544300144300144300,3465,193,549356.00,2202,63.55,12.90,-4.50
12-January-2016,164.50,164.50,159.00,159.70,161.327816677275620623,3142,167,506892.00,1986,63.21,5.50,-4.80
11-January-2016,163.00,165.10,160.60,161.60,162.253719008264462809,1210,112,196327.00,596,49.26,4.50,-1.40
8-January-2016,163.00,169.50,162.80,165.50,165.217691342534504391,1594,82,263357.00,805,50.50,6.70,2.50
7-January-2016,166.10,166.90,160.00,160.30,161.986164736164736164,3108,108,503453.00,2320,74.65,6.90,-5.80
6-January-2016,171.40,176.00,166.00,168.00,172.480842425780258817,3941,134,679747.00,2873,72.90,10.00,-3.40
5-January-2016,169.80,177.00,168.00,173.40,171.502067669172932330,5320,237,912391.00,2400,45.11,9.00,3.60
4-January-2016,174.50,178.50,168.00,169.10,171.074943566591422121,4430,163,757862.00,3509,79.21,10.50,-5.40
1-January-2016,176.00,176.30,173.40,174.20,174.847986577181208053,2980,51,521047.00,2519,84.53,2.90,-1.80
31-December-2015,179.00,179.40,174.60,175.40,175.976956694477552642,2517,56,442934.00,2168,86.13,4.80,-3.60
30-December-2015,176.60,177.90,175.60,177.00,176.894778481012658227,8848,59,1565165.00,8183,92.48,2.30,0.40
29-December-2015,177.80,179.50,174.10,177.10,176.988901472253680634,4415,154,781406.00,2547,57.69,5.40,-0.70
28-December-2015,179.50,180.00,174.50,176.60,176.068877551020408163,3136,108,552152.00,2313,73.76,5.50,-2.90
24-December-2015,177.90,179.30,175.50,177.00,177.121951219512195121,5781,128,1023942.00,3410,58.99,3.80,-0.90
23-December-2015,175.00,181.00,174.60,178.80,178.585641825985173624,7689,247,1373145.00,4427,57.58,6.40,3.80
22-December-2015,176.40,178.70,174.00,176.40,176.202865931427714007,13329,191,2348608.00,9626,72.22,4.70,0.00
21-December-2015,164.00,178.00,160.20,176.40,174.826129569734391845,20406,502,3567502.00,12708,62.28,17.80,12.40
18-December-2015,163.90,166.50,160.15,162.45,163.345208611164031244,5249,163,857399.00,3251,61.94,6.35,-1.45
17-December-2015,162.00,168.50,160.90,164.90,165.194075783804577803,5199,185,858844.00,1696,32.62,7.60,2.90
16-December-2015,160.00,162.65,158.45,159.95,159.718815185648727576,2397,72,382846.00,1604,66.92,4.20,-0.05
15-December-2015,159.10,160.85,159.10,159.85,159.790170132325141776,1058,29,169058.00,800,75.61,1.75,0.75
14-December-2015,155.00,161.90,155.00,160.20,159.322074788902291917,829,57,132078.00,480,57.90,6.90,5.20
11-December-2015,160.00,162.10,158.35,158.85,160.202109938922820655,1801,61,288524.00,754,41.87,3.75,-1.15
10-December-2015,160.45,160.80,156.00,158.40,158.220369535826949076,2219,44,351091.00,1742,78.50,4.80,-2.05
9-December-2015,162.50,162.50,155.70,156.80,159.039378238341968911,7720,186,1227784.00,,,6.80,-5.70
8-December-2015,164.00,166.50,159.85,161.40,164.199370409233997901,3812,166,625928.00,1723,45.20,6.65,-2.60
7-December-2015,164.90,167.90,162.50,163.85,165.263833199679230152,2494,144,412168.00,1110,44.51,5.40,-1.05
4-December-2015,165.10,171.35,162.45,163.30,166.742162507997440818,7815,286,1303090.00,3860,49.39,8.90,-1.80
3-December-2015,165.15,174.00,162.95,168.85,169.136963108180360007,22444,490,3796110.00,12454,55.49,11.05,3.70
2-December-2015,167.95,168.95,163.15,165.30,165.709508547008547008,9360,282,1551041.00,3310,35.36,5.80,-2.65
1-December-2015,154.40,174.80,153.00,168.00,168.214780988453784592,65476,1446,11014031.00,13873,21.19,21.80,13.60
30-November-2015,151.75,157.00,146.55,150.35,149.764475566598900685,13281,421,1989022.00,7408,55.78,10.45,-1.40
27-November-2015,151.50,152.35,150.00,150.30,150.710169491525423728,2360,136,355676.00,883,37.42,2.35,-1.20
26-November-2015,151.50,157.50,149.55,150.00,151.439694656488549618,3275,222,495965.00,1880,57.40,7.95,-1.50
24-November-2015,154.85,158.70,150.05,150.80,152.604005677337959312,6341,553,967662.00,2309,36.41,8.65,-4.05
23-November-2015,152.00,152.30,150.75,151.55,151.599688473520249221,1284,48,194654.00,796,61.99,1.55,-0.45
20-November-2015,153.05,155.50,149.60,150.60,151.379151291512915129,2168,75,328190.00,1150,53.04,5.90,-2.45
19-November-2015,152.60,152.60,149.60,151.70,151.088772845953002610,766,43,115734.00,470,61.36,3.00,-0.90
18-November-2015,151.50,153.90,150.00,150.05,151.009009009009009009,222,17,33524.00,138,62.16,3.90,-1.45
17-November-2015,152.00,154.95,150.05,151.65,152.720656073808303434,1951,115,297958.00,896,45.93,4.90,-0.35
16-November-2015,149.00,151.50,149.00,150.55,149.991803278688524590,1952,70,292784.00,1153,59.07,2.50,1.55
13-November-2015,149.85,153.35,146.85,150.10,149.630039525691699604,1265,69,189282.00,631,49.88,6.50,0.25
11-November-2015,150.40,153.00,150.40,152.35,151.745127436281859070,1334,39,202428.00,881,66.04,2.60,1.95
10-November-2015,150.30,151.00,149.55,150.40,150.291715976331360946,1690,67,253993.00,1011,59.82,1.45,0.10
9-November-2015,146.90,153.65,146.05,149.95,149.129642606867554309,2854,130,425616.00,1097,38.44,7.60,3.05
6-November-2015,149.00,150.00,144.05,147.95,147.449752883031301482,3642,160,537012.00,1601,43.96,5.95,-1.05
5-November-2015,151.10,151.85,147.50,149.40,150.383062711105685101,24573,63,3695363.00,1440,5.86,4.35,-1.70
4-November-2015,152.00,153.45,150.00,151.75,151.240013097576948264,3054,138,461887.00,1078,35.30,3.45,-0.25
3-November-2015,152.30,152.60,151.00,152.05,151.524035206499661475,1477,48,223801.00,880,59.58,1.60,-0.25
2-November-2015,152.30,152.30,149.00,150.50,150.098742138364779874,3180,105,477314.00,1566,49.25,3.30,-1.80
30-October-2015,155.70,157.25,150.05,152.55,153.893935527770689801,11757,288,1809331.00,6332,53.86,7.20,-3.15
29-October-2015,155.70,158.35,155.00,155.25,155.736291440816841043,7933,149,1235456.00,6249,78.77,3.35,-0.45
28-October-2015,154.00,156.55,153.00,155.55,154.881957186544342507,3270,91,506464.00,2123,64.92,3.55,1.55
27-October-2015,156.00,159.40,153.10,154.50,156.332344213649851632,4381,155,684892.00,2847,64.99,6.30,-1.50
26-October-2015,158.25,158.25,155.05,155.80,156.796579978624866405,2807,104,440128.00,1535,54.68,3.20,-2.45
23-October-2015,159.30,159.30,156.60,158.35,158.346133886870783601,1927,64,305133.00,966,50.13,2.70,-0.95
21-October-2015,159.80,161.70,156.10,159.85,159.135233675836924096,3017,132,480111.00,1144,37.92,5.60,0.05
20-October-2015,161.65,163.00,157.10,158.10,158.741573033707865168,979,49,155408.00,617,63.02,5.90,-3.55
